ticket_id,purchase_date,price,customer_id,scan_date,scanned_by,discount_id,source,referrer_id,discount_pct,event_id,event_start,event_end,brand_id,venue_id,city_id,flyer_url
16532,2023-04-27 06:32:57.376025+00,12,10500,2023-04-28 23:02:26.967128+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16893,2023-04-25 16:29:11.778561+00,12,10544,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16976,2023-04-28 20:47:49.56151+00,0,10660,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16533,2023-04-24 17:51:37.244639+00,10.8,10484,2023-04-28 22:58:35.557201+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16534,2023-04-28 23:42:13.665508+00,13.5,10501,2023-04-28 23:57:04.613469+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16535,2023-04-25 20:56:50.622897+00,12,10502,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16536,2023-04-24 08:58:04.728416+00,12,10461,2023-04-28 22:20:14.480726+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16537,2023-04-25 21:05:50.254185+00,0,10503,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16538,2023-04-25 21:05:50.296996+00,0,10503,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16539,2023-04-17 14:52:03.269018+00,10,10504,2023-04-28 22:33:35.982831+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16540,2023-04-25 21:01:41.866114+00,0,10505,2023-04-28 23:58:48.057282+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16541,2023-04-28 10:04:57.468601+00,12,10506,2023-04-28 22:32:00.982357+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16542,2023-04-08 16:24:24.625974+00,10,10181,2023-04-28 21:57:31.76958+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16543,2023-04-24 17:51:37.322961+00,10.8,10484,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16544,2023-04-26 19:42:29.79697+00,12,10507,2023-04-28 21:20:42.136148+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16545,2023-04-26 20:49:46.196554+00,12,10401,2023-04-28 21:21:09.462679+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16546,2023-04-28 12:23:34.326502+00,12,10508,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16547,2023-04-28 23:04:21.460051+00,15,10509,2023-04-28 23:25:23.16821+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16548,2023-04-27 08:23:22.513736+00,10.8,10510,2023-04-28 22:36:21.430683+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16549,2023-04-23 23:34:14.711444+00,10.8,10511,2023-04-28 23:22:56.149213+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16550,2023-04-28 08:39:20.697092+00,10.8,10512,2023-04-28 23:10:01.624683+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16551,2023-04-28 19:26:10.859379+00,12,10513,2023-04-28 23:13:00.431273+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16552,2023-04-27 21:07:06.06702+00,12,10514,2023-04-28 23:03:19.892264+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16553,2023-04-06 22:11:25.882239+00,10,10358,2023-04-28 22:01:35.224263+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16554,2023-04-28 12:12:37.816997+00,12,10515,2023-04-29 00:06:39.61758+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16555,2023-04-12 22:05:51.330659+00,10,10468,2023-04-28 23:26:57.664814+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16556,2023-04-28 07:12:15.535688+00,10.8,10516,2023-04-28 23:56:09.116157+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16557,2023-04-24 11:12:03.956184+00,12,10517,2023-04-28 23:23:11.03758+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16558,2023-04-28 21:04:51.220429+00,15,10518,2023-04-28 22:39:41.927716+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16559,2023-04-26 05:23:16.749706+00,10.8,10483,2023-04-29 00:01:59.509167+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16560,2023-04-28 17:59:23.071014+00,12,10519,2023-04-29 00:19:37.948558+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16561,2023-04-23 16:33:44.396602+00,10.8,10495,2023-04-28 21:42:00.422169+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16562,2023-04-27 15:20:53.625604+00,12,10520,2023-04-28 23:59:12.860086+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16563,2023-04-28 17:27:57.897891+00,12,10521,2023-04-28 22:32:28.51324+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16564,2023-04-27 18:53:06.30973+00,10.8,10522,2023-04-28 22:18:40.107728+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16565,2023-04-27 09:32:44.39198+00,0,10523,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16566,2023-04-27 21:07:06.11416+00,12,10514,2023-04-28 23:03:14.211834+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16567,2023-04-28 21:04:51.265321+00,15,10518,2023-04-28 22:39:42.588489+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16568,2023-04-23 15:37:18.746405+00,12,10524,2023-04-28 21:59:52.222397+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16569,2023-04-28 17:27:57.852833+00,12,10521,2023-04-28 22:32:23.550827+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16570,2023-04-25 18:54:52.559911+00,10.8,10525,2023-04-28 23:59:42.553571+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16571,2023-04-28 22:37:57.353263+00,13.5,10526,2023-04-28 22:43:38.407062+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16572,2023-04-25 12:17:11.833744+00,12,10527,2023-04-28 22:00:13.485192+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16573,2023-04-18 16:33:30.926839+00,10,10528,2023-04-28 22:43:58.03191+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16574,2023-04-27 09:36:31.508223+00,12,10529,2023-04-28 21:44:05.677158+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16575,2023-04-24 19:42:53.400549+00,10.8,10530,2023-04-28 23:03:02.658385+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16576,2023-04-10 17:59:55.808613+00,10,10531,2023-04-28 21:44:21.118731+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16577,2023-04-17 10:02:56.059326+00,10,10532,2023-04-28 22:31:36.45417+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16578,2023-04-24 18:23:31.981289+00,12,10533,2023-04-28 22:01:59.481891+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16579,2023-04-28 14:42:50.983338+00,12,10440,2023-04-28 22:49:04.260841+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16580,2023-04-24 13:24:28.308202+00,10.8,10494,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16581,2023-04-24 12:59:05.903295+00,12,10534,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16582,2023-04-28 18:09:00.551381+00,12,10535,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16583,2023-04-28 08:41:32.13915+00,10.8,10536,2023-04-28 23:08:18.319791+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16584,2023-04-26 19:57:20.414524+00,12,10537,2023-04-28 22:35:33.969119+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16585,2023-04-28 18:45:05+00,12,10538,2023-04-28 23:56:25.764137+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16586,2023-04-26 20:11:57.80018+00,0,10539,2023-04-28 23:03:11.144706+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16587,2023-04-27 13:14:39.752951+00,12,10401,2023-04-28 23:23:37.022052+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16588,2023-04-24 08:58:04.594482+00,12,10461,2023-04-28 22:19:42.600441+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16589,2023-04-28 21:15:44.313492+00,0,10540,2023-04-28 23:58:36.819894+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16590,2023-04-24 11:00:29.734046+00,12,10485,2023-04-28 23:20:23.161232+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16591,2023-04-27 20:18:13.588379+00,12,10541,2023-04-29 00:17:03.569725+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16592,2023-04-28 21:15:38.773679+00,15,10542,2023-04-28 23:06:59.454644+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16593,2023-04-23 17:20:57.041211+00,10.8,10543,2023-04-28 23:59:47.599406+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16594,2023-04-28 21:15:44.366382+00,0,10540,2023-04-28 23:59:13.430871+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16595,2023-04-17 10:02:56.115916+00,10,10532,2023-04-28 22:31:40.930543+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16596,2023-04-24 17:51:37.203075+00,10.8,10484,2023-04-28 22:58:28.384384+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16597,2023-04-25 16:29:11.860958+00,12,10544,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16598,2023-04-13 12:11:43.34316+00,10,10345,2023-04-28 22:30:16.868875+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16599,2023-04-27 18:53:06.241853+00,10.8,10522,2023-04-28 22:18:36.267346+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16600,2023-04-25 20:56:50.579389+00,12,10502,2023-04-28 22:32:59.246753+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16601,2023-04-17 14:52:03.339921+00,10,10504,2023-04-28 22:33:41.669492+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16602,2023-04-15 08:44:10.441435+00,10,10545,2023-04-28 21:40:14.798547+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16603,2023-04-22 15:49:58.205986+00,12,10546,2023-04-28 22:27:55.68582+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16604,2023-04-24 08:03:31.397953+00,10.8,10547,2023-04-28 22:40:14.878047+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16605,2023-04-28 12:05:05.72+00,12,10548,2023-04-28 23:12:38.176366+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16606,2023-04-26 09:52:04.001053+00,12,10549,2023-04-28 23:47:04.233988+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16607,2023-04-28 15:59:46.325164+00,12,10413,2023-04-29 00:14:58.292685+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16608,2023-04-24 18:23:31.93751+00,12,10533,2023-04-28 22:01:48.424003+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16609,2023-04-27 07:17:50.699162+00,12,10550,2023-04-29 00:10:09.921178+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16610,2023-04-28 14:56:44.460932+00,12,10551,2023-04-28 22:27:42.682564+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16611,2023-04-26 11:53:04.274078+00,12,10552,2023-04-28 23:12:50.61302+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16612,2023-04-28 20:39:26.630491+00,15,10553,2023-04-28 23:12:37.468049+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16613,2023-04-26 19:42:29.715243+00,12,10507,2023-04-28 21:20:33.714472+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16614,2023-04-28 19:29:44.689114+00,15,10554,2023-04-28 23:07:14.855222+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16615,2023-04-19 20:30:05.04027+00,10,10262,2023-04-28 23:45:34.994736+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16616,2023-04-26 20:11:57.741965+00,0,10539,2023-04-28 23:03:07.67733+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16617,2023-04-28 19:12:17.922708+00,13.5,10555,2023-04-28 21:20:49.191366+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16618,2023-04-28 17:40:52.465893+00,10.8,10556,2023-04-28 23:12:07.211856+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16619,2023-04-28 23:54:51.654544+00,15,10557,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16620,2023-04-28 15:30:26.042486+00,12,10558,\N,\N,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16621,2023-04-25 09:25:35.773751+00,10.8,10494,2023-04-28 21:57:01.954664+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16622,2023-04-27 13:45:03.207688+00,10.8,10559,2023-04-28 22:16:14.665949+00,Alan,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
16623,2023-04-27 20:42:43.560331+00,12,10560,2023-04-28 22:29:57.397499+00,Alicia,\N,\N,\N,\N,74,2023-04-28 21:00:00+00,2023-04-29 03:00:00+00,bandido,13,Luxembourg,https://blueforest-static.s3.eu-central-1.amazonaws.com/bandido/events/encore/flyer.jpg
